date,end_date,product_code,product_color,product_model,product_type,quantity
2024-05-03,2024-05-10,960,pvc gri,iki göbek,100cm,24.0
2024-05-10,2024-05-17,110,italyan ceviz,madra,100cm,13.0
2024-05-10,2024-05-17,120,italyan ceviz,baklava,100cm,5.0
2024-05-10,2024-05-17,130,italyan ceviz,karışık çizgi,100cm,21.0
2024-05-10,2024-05-17,160,italyan ceviz,iki göbek,100cm,44.0
2024-05-10,2024-05-17,220,koyu ceviz,baklava,100cm,15.0
2024-05-10,2024-05-17,230,koyu ceviz,karışık çizgi,100cm,10.0
2024-05-10,2024-05-17,260,koyu ceviz,iki göbek,100cm,22.0
2024-05-10,2024-05-17,310,gold ceviz,madra,100cm,1.0
2024-05-10,2024-05-17,340,,,100cm,5.0
2024-05-10,2024-05-17,360,gold ceviz,iki göbek,100cm,14.0
2024-05-10,2024-05-17,420,ABD ceviz,baklava,100cm,2.0
2024-05-10,2024-05-17,460,ABD ceviz,iki göbek,100cm,8.0
2024-05-10,2024-05-17,520,wenge,baklava,100cm,1.0
2024-05-10,2024-05-17,530,wenge,karışık çizgi,100cm,1.0
2024-05-10,2024-05-17,540,,,100cm,2.0
2024-05-10,2024-05-17,560,wenge,iki göbek,100cm,5.0
2024-05-10,2024-05-17,610,bute beyaz,madra,100cm,10.0
2024-05-10,2024-05-17,620,bute beyaz,baklava,100cm,5.0
2024-05-10,2024-05-17,630,bute beyaz,karışık çizgi,100cm,23.0
2024-05-10,2024-05-17,660,bute beyaz,iki göbek,100cm,128.0
2024-05-10,2024-05-17,720,küp akça,baklava,100cm,15.0
2024-05-10,2024-05-17,730,küp akça,karışık çizgi,100cm,35.0
2024-05-10,2024-05-17,760,küp akça,iki göbek,100cm,65.0
2024-05-10,2024-05-17,810,ardahan gri,madra,100cm,10.0
2024-05-10,2024-05-17,820,ardahan gri,baklava,100cm,9.0
2024-05-10,2024-05-17,830,ardahan gri,karışık çizgi,100cm,75.0
2024-05-10,2024-05-17,860,ardahan gri,iki göbek,100cm,3.0
2024-05-10,2024-05-17,930,pvc gri,karışık çizgi,100cm,8.0
2024-05-10,2024-05-17,960,pvc gri,iki göbek,100cm,82.0
2024-05-17,2024-05-24,110,italyan ceviz,madra,100cm,4.0
2024-05-17,2024-05-24,120,italyan ceviz,baklava,100cm,8.0
2024-05-17,2024-05-24,130,italyan ceviz,karışık çizgi,100cm,13.0
2024-05-17,2024-05-24,140,,,100cm,2.0
2024-05-17,2024-05-24,160,italyan ceviz,iki göbek,100cm,43.0
2024-05-17,2024-05-24,220,koyu ceviz,baklava,100cm,1.0
2024-05-17,2024-05-24,230,koyu ceviz,karışık çizgi,100cm,10.0
2024-05-17,2024-05-24,260,koyu ceviz,iki göbek,100cm,8.0
2024-05-17,2024-05-24,310,gold ceviz,madra,100cm,3.0
2024-05-17,2024-05-24,320,gold ceviz,baklava,100cm,3.0
2024-05-17,2024-05-24,360,gold ceviz,iki göbek,100cm,11.0
2024-05-17,2024-05-24,410,ABD ceviz,madra,100cm,1.0
2024-05-17,2024-05-24,460,ABD ceviz,iki göbek,100cm,8.0
2024-05-17,2024-05-24,520,wenge,baklava,100cm,4.0
2024-05-17,2024-05-24,560,wenge,iki göbek,100cm,5.0
2024-05-17,2024-05-24,610,bute beyaz,madra,100cm,15.0
2024-05-17,2024-05-24,620,bute beyaz,baklava,100cm,7.0
2024-05-17,2024-05-24,630,bute beyaz,karışık çizgi,100cm,38.0
2024-05-17,2024-05-24,660,bute beyaz,iki göbek,100cm,147.0
2024-05-17,2024-05-24,720,küp akça,baklava,100cm,3.0
2024-05-17,2024-05-24,730,küp akça,karışık çizgi,100cm,10.0
2024-05-17,2024-05-24,760,küp akça,iki göbek,100cm,63.0
2024-05-17,2024-05-24,810,ardahan gri,madra,100cm,37.0
2024-05-17,2024-05-24,820,ardahan gri,baklava,100cm,13.0
2024-05-17,2024-05-24,830,ardahan gri,karışık çizgi,100cm,37.0
2024-05-17,2024-05-24,930,pvc gri,karışık çizgi,100cm,18.0
2024-05-17,2024-05-24,960,pvc gri,iki göbek,100cm,54.0
2024-05-24,2024-05-31,110,italyan ceviz,madra,100cm,29.0
2024-05-24,2024-05-31,120,italyan ceviz,baklava,100cm,8.0
2024-05-24,2024-05-31,130,italyan ceviz,karışık çizgi,100cm,9.0
2024-05-24,2024-05-31,160,italyan ceviz,iki göbek,100cm,31.0
2024-05-24,2024-05-31,220,koyu ceviz,baklava,100cm,10.0
2024-05-24,2024-05-31,230,koyu ceviz,karışık çizgi,100cm,19.0
2024-05-24,2024-05-31,310,gold ceviz,madra,100cm,1.0
2024-05-24,2024-05-31,320,gold ceviz,baklava,100cm,5.0
2024-05-24,2024-05-31,360,gold ceviz,iki göbek,100cm,13.0
2024-05-24,2024-05-31,410,ABD ceviz,madra,100cm,3.0
2024-05-24,2024-05-31,420,ABD ceviz,baklava,100cm,7.0
2024-05-24,2024-05-31,430,ABD ceviz,karışık çizgi,100cm,10.0
2024-05-24,2024-05-31,460,ABD ceviz,iki göbek,100cm,3.0
2024-05-24,2024-05-31,520,wenge,baklava,100cm,3.0
2024-05-24,2024-05-31,540,,,100cm,5.0
2024-05-24,2024-05-31,560,wenge,iki göbek,100cm,13.0
2024-05-24,2024-05-31,610,bute beyaz,madra,100cm,6.0
2024-05-24,2024-05-31,620,bute beyaz,baklava,100cm,23.0
2024-05-24,2024-05-31,630,bute beyaz,karışık çizgi,100cm,40.0
2024-05-24,2024-05-31,660,bute beyaz,iki göbek,100cm,160.0
2024-05-24,2024-05-31,720,küp akça,baklava,100cm,14.0
2024-05-24,2024-05-31,730,küp akça,karışık çizgi,100cm,3.0
2024-05-24,2024-05-31,740,,,100cm,2.0
2024-05-24,2024-05-31,760,küp akça,iki göbek,100cm,62.0
2024-05-24,2024-05-31,810,ardahan gri,madra,100cm,28.0
2024-05-24,2024-05-31,820,ardahan gri,baklava,100cm,30.0
2024-05-24,2024-05-31,830,ardahan gri,karışık çizgi,100cm,42.0
2024-05-24,2024-05-31,840,,,100cm,5.0
2024-05-24,2024-05-31,860,ardahan gri,iki göbek,100cm,6.0
2024-05-24,2024-05-31,930,pvc gri,karışık çizgi,100cm,9.0
2024-05-31,2024-06-07,110,italyan ceviz,madra,100cm,9.0
2024-05-31,2024-06-07,120,italyan ceviz,baklava,100cm,15.0
2024-05-31,2024-06-07,130,italyan ceviz,karışık çizgi,100cm,27.0
2024-05-31,2024-06-07,160,italyan ceviz,iki göbek,100cm,24.0
2024-05-31,2024-06-07,220,koyu ceviz,baklava,100cm,12.0
2024-05-31,2024-06-07,230,koyu ceviz,karışık çizgi,100cm,9.0
2024-05-31,2024-06-07,260,koyu ceviz,iki göbek,100cm,5.0
2024-05-31,2024-06-07,310,gold ceviz,madra,100cm,1.0
2024-05-31,2024-06-07,320,gold ceviz,baklava,100cm,8.0
2024-05-31,2024-06-07,360,gold ceviz,iki göbek,100cm,13.0
2024-05-31,2024-06-07,410,ABD ceviz,madra,100cm,3.0
2024-05-31,2024-06-07,420,ABD ceviz,baklava,100cm,4.0
2024-05-31,2024-06-07,520,wenge,baklava,100cm,7.0
2024-05-31,2024-06-07,530,wenge,karışık çizgi,100cm,2.0
2024-05-31,2024-06-07,560,wenge,iki göbek,100cm,10.0
2024-05-31,2024-06-07,610,bute beyaz,madra,100cm,46.0
2024-05-31,2024-06-07,620,bute beyaz,baklava,100cm,16.0
2024-05-31,2024-06-07,630,bute beyaz,karışık çizgi,100cm,80.0
2024-05-31,2024-06-07,640,,,100cm,2.0
2024-05-31,2024-06-07,660,bute beyaz,iki göbek,100cm,128.0
2024-05-31,2024-06-07,720,küp akça,baklava,100cm,17.0
2024-05-31,2024-06-07,730,küp akça,karışık çizgi,100cm,1.0
2024-05-31,2024-06-07,760,küp akça,iki göbek,100cm,53.0
2024-05-31,2024-06-07,810,ardahan gri,madra,100cm,39.0
2024-05-31,2024-06-07,820,ardahan gri,baklava,100cm,38.0
2024-05-31,2024-06-07,830,ardahan gri,karışık çizgi,100cm,26.0
2024-05-31,2024-06-07,860,ardahan gri,iki göbek,100cm,32.0
2024-05-31,2024-06-07,920,pvc gri,baklava,100cm,5.0
2024-05-31,2024-06-07,930,pvc gri,karışık çizgi,100cm,11.0
2024-05-31,2024-06-07,960,pvc gri,iki göbek,100cm,19.0
2024-06-07,2024-06-14,110,italyan ceviz,madra,100cm,3.0
2024-06-07,2024-06-14,120,italyan ceviz,baklava,100cm,10.0
2024-06-07,2024-06-14,130,italyan ceviz,karışık çizgi,100cm,7.0
2024-06-07,2024-06-14,160,italyan ceviz,iki göbek,100cm,24.0
2024-06-07,2024-06-14,220,koyu ceviz,baklava,100cm,5.0
2024-06-07,2024-06-14,230,koyu ceviz,karışık çizgi,100cm,13.0
2024-06-07,2024-06-14,260,koyu ceviz,iki göbek,100cm,21.0
2024-06-07,2024-06-14,310,gold ceviz,madra,100cm,5.0
2024-06-07,2024-06-14,320,gold ceviz,baklava,100cm,3.0
2024-06-07,2024-06-14,330,gold ceviz,karışık çizgi,100cm,1.0
2024-06-07,2024-06-14,360,gold ceviz,iki göbek,100cm,5.0
2024-06-07,2024-06-14,420,ABD ceviz,baklava,100cm,5.0
2024-06-07,2024-06-14,520,wenge,baklava,100cm,3.0
2024-06-07,2024-06-14,530,wenge,karışık çizgi,100cm,1.0
2024-06-07,2024-06-14,560,wenge,iki göbek,100cm,13.0
2024-06-07,2024-06-14,610,bute beyaz,madra,100cm,35.0
2024-06-07,2024-06-14,620,bute beyaz,baklava,100cm,6.0
2024-06-07,2024-06-14,630,bute beyaz,karışık çizgi,100cm,40.0
2024-06-07,2024-06-14,660,bute beyaz,iki göbek,100cm,182.0
2024-06-07,2024-06-14,720,küp akça,baklava,100cm,28.0
2024-06-07,2024-06-14,760,küp akça,iki göbek,100cm,47.0
2024-06-07,2024-06-14,810,ardahan gri,madra,100cm,43.0
2024-06-07,2024-06-14,820,ardahan gri,baklava,100cm,5.0
2024-06-07,2024-06-14,830,ardahan gri,karışık çizgi,100cm,61.0
2024-06-07,2024-06-14,860,ardahan gri,iki göbek,100cm,145.0
2024-06-07,2024-06-14,920,pvc gri,baklava,100cm,8.0
2024-06-07,2024-06-14,930,pvc gri,karışık çizgi,100cm,40.0
2024-06-07,2024-06-14,960,pvc gri,iki göbek,100cm,55.0
2024-06-28,2024-07-05,110,italyan ceviz,madra,100cm,45.0
2024-06-28,2024-07-05,120,italyan ceviz,baklava,100cm,21.0
2024-06-28,2024-07-05,130,italyan ceviz,karışık çizgi,100cm,102.0
2024-06-28,2024-07-05,160,italyan ceviz,iki göbek,100cm,117.0
2024-06-28,2024-07-05,220,koyu ceviz,baklava,100cm,2.0
2024-06-28,2024-07-05,230,koyu ceviz,karışık çizgi,100cm,1.0
2024-06-28,2024-07-05,260,koyu ceviz,iki göbek,100cm,29.0
2024-06-28,2024-07-05,310,gold ceviz,madra,100cm,2.0
2024-06-28,2024-07-05,320,gold ceviz,baklava,100cm,14.0
2024-06-28,2024-07-05,330,gold ceviz,karışık çizgi,100cm,7.0
2024-06-28,2024-07-05,360,gold ceviz,iki göbek,100cm,14.0
2024-06-28,2024-07-05,410,ABD ceviz,madra,100cm,17.0
2024-06-28,2024-07-05,420,ABD ceviz,baklava,100cm,44.0
2024-06-28,2024-07-05,430,ABD ceviz,karışık çizgi,100cm,18.0
2024-06-28,2024-07-05,460,ABD ceviz,iki göbek,100cm,10.0
2024-06-28,2024-07-05,520,wenge,baklava,100cm,7.0
2024-06-28,2024-07-05,530,wenge,karışık çizgi,100cm,5.0
2024-06-28,2024-07-05,560,wenge,iki göbek,100cm,20.0
2024-06-28,2024-07-05,610,bute beyaz,madra,100cm,45.0
2024-06-28,2024-07-05,620,bute beyaz,baklava,100cm,24.0
2024-06-28,2024-07-05,630,bute beyaz,karışık çizgi,100cm,103.0
2024-06-28,2024-07-05,660,bute beyaz,iki göbek,100cm,179.0
2024-06-28,2024-07-05,720,küp akça,baklava,100cm,17.0
2024-06-28,2024-07-05,730,küp akça,karışık çizgi,100cm,13.0
2024-06-28,2024-07-05,760,küp akça,iki göbek,100cm,51.0
2024-06-28,2024-07-05,810,ardahan gri,madra,100cm,22.0
2024-06-28,2024-07-05,820,ardahan gri,baklava,100cm,29.0
2024-06-28,2024-07-05,830,ardahan gri,karışık çizgi,100cm,17.0
2024-06-28,2024-07-05,860,ardahan gri,iki göbek,100cm,8.0
2024-06-28,2024-07-05,920,pvc gri,baklava,100cm,13.0
2024-06-28,2024-07-05,930,pvc gri,karışık çizgi,100cm,14.0
2024-06-28,2024-07-05,960,pvc gri,iki göbek,100cm,97.0
2024-07-05,2024-07-12,110,italyan ceviz,madra,100cm,23.0
2024-07-05,2024-07-12,120,italyan ceviz,baklava,100cm,30.0
2024-07-05,2024-07-12,130,italyan ceviz,karışık çizgi,100cm,48.0
2024-07-05,2024-07-12,140,,,100cm,1.0
2024-07-05,2024-07-12,160,italyan ceviz,iki göbek,100cm,53.0
2024-07-05,2024-07-12,220,koyu ceviz,baklava,100cm,6.0
2024-07-05,2024-07-12,230,koyu ceviz,karışık çizgi,100cm,37.0
2024-07-05,2024-07-12,260,koyu ceviz,iki göbek,100cm,35.0
2024-07-05,2024-07-12,320,gold ceviz,baklava,100cm,9.0
2024-07-05,2024-07-12,330,gold ceviz,karışık çizgi,100cm,70.0
2024-07-05,2024-07-12,360,gold ceviz,iki göbek,100cm,16.0
2024-07-05,2024-07-12,410,ABD ceviz,madra,100cm,1.0
2024-07-05,2024-07-12,420,ABD ceviz,baklava,100cm,6.0
2024-07-05,2024-07-12,430,ABD ceviz,karışık çizgi,100cm,2.0
2024-07-05,2024-07-12,460,ABD ceviz,iki göbek,100cm,8.0
2024-07-05,2024-07-12,520,wenge,baklava,100cm,10.0
2024-07-05,2024-07-12,530,wenge,karışık çizgi,100cm,1.0
2024-07-05,2024-07-12,560,wenge,iki göbek,100cm,3.0
2024-07-05,2024-07-12,610,bute beyaz,madra,100cm,21.0
2024-07-05,2024-07-12,620,bute beyaz,baklava,100cm,9.0
2024-07-05,2024-07-12,630,bute beyaz,karışık çizgi,100cm,113.0
2024-07-05,2024-07-12,660,bute beyaz,iki göbek,100cm,164.0
2024-07-05,2024-07-12,720,küp akça,baklava,100cm,19.0
2024-07-05,2024-07-12,730,küp akça,karışık çizgi,100cm,56.0
2024-07-05,2024-07-12,760,küp akça,iki göbek,100cm,149.0
2024-07-05,2024-07-12,810,ardahan gri,madra,100cm,71.0
2024-07-05,2024-07-12,820,ardahan gri,baklava,100cm,28.0
2024-07-05,2024-07-12,860,ardahan gri,iki göbek,100cm,10.0
2024-07-05,2024-07-12,920,pvc gri,baklava,100cm,33.0
2024-07-05,2024-07-12,930,pvc gri,karışık çizgi,100cm,53.0
2024-07-05,2024-07-12,960,pvc gri,iki göbek,100cm,30.0
2024-07-12,2024-07-19,110,italyan ceviz,madra,100cm,23.0
2024-07-12,2024-07-19,120,italyan ceviz,baklava,100cm,6.0
2024-07-12,2024-07-19,130,italyan ceviz,karışık çizgi,100cm,22.0
2024-07-12,2024-07-19,160,italyan ceviz,iki göbek,100cm,65.0
2024-07-12,2024-07-19,220,koyu ceviz,baklava,100cm,2.0
2024-07-12,2024-07-19,230,koyu ceviz,karışık çizgi,100cm,4.0
2024-07-12,2024-07-19,260,koyu ceviz,iki göbek,100cm,1.0
2024-07-12,2024-07-19,310,gold ceviz,madra,100cm,14.0
2024-07-12,2024-07-19,320,gold ceviz,baklava,100cm,16.0
2024-07-12,2024-07-19,330,gold ceviz,karışık çizgi,100cm,3.0
2024-07-12,2024-07-19,360,gold ceviz,iki göbek,100cm,24.0
2024-07-12,2024-07-19,420,ABD ceviz,baklava,100cm,5.0
2024-07-12,2024-07-19,460,ABD ceviz,iki göbek,100cm,6.0
2024-07-12,2024-07-19,520,wenge,baklava,100cm,4.0
2024-07-12,2024-07-19,530,wenge,karışık çizgi,100cm,2.0
2024-07-12,2024-07-19,560,wenge,iki göbek,100cm,1.0
2024-07-12,2024-07-19,610,bute beyaz,madra,100cm,1.0
2024-07-12,2024-07-19,620,bute beyaz,baklava,100cm,9.0
2024-07-12,2024-07-19,630,bute beyaz,karışık çizgi,100cm,47.0
2024-07-12,2024-07-19,640,,,100cm,4.0
2024-07-12,2024-07-19,660,bute beyaz,iki göbek,100cm,192.0
2024-07-12,2024-07-19,720,küp akça,baklava,100cm,3.0
2024-07-12,2024-07-19,730,küp akça,karışık çizgi,100cm,22.0
2024-07-12,2024-07-19,760,küp akça,iki göbek,100cm,14.0
2024-07-12,2024-07-19,810,ardahan gri,madra,100cm,29.0
2024-07-12,2024-07-19,860,ardahan gri,iki göbek,100cm,4.0
2024-07-12,2024-07-19,920,pvc gri,baklava,100cm,8.0
2024-07-12,2024-07-19,930,pvc gri,karışık çizgi,100cm,60.0
2024-07-19,2024-07-26,110,italyan ceviz,madra,100cm,33.0
2024-07-19,2024-07-26,120,italyan ceviz,baklava,100cm,15.0
2024-07-19,2024-07-26,130,italyan ceviz,karışık çizgi,100cm,39.0
2024-07-19,2024-07-26,140,,,100cm,1.0
2024-07-19,2024-07-26,230,koyu ceviz,karışık çizgi,100cm,15.0
2024-07-19,2024-07-26,260,koyu ceviz,iki göbek,100cm,10.0
2024-07-19,2024-07-26,310,gold ceviz,madra,100cm,4.0
2024-07-19,2024-07-26,320,gold ceviz,baklava,100cm,2.0
2024-07-19,2024-07-26,330,gold ceviz,karışık çizgi,100cm,7.0
2024-07-19,2024-07-26,360,gold ceviz,iki göbek,100cm,33.0
2024-07-19,2024-07-26,420,ABD ceviz,baklava,100cm,2.0
2024-07-19,2024-07-26,460,ABD ceviz,iki göbek,100cm,11.0
2024-07-19,2024-07-26,560,wenge,iki göbek,100cm,14.0
2024-07-19,2024-07-26,610,bute beyaz,madra,100cm,3.0
2024-07-19,2024-07-26,620,bute beyaz,baklava,100cm,7.0
2024-07-19,2024-07-26,630,bute beyaz,karışık çizgi,100cm,61.0
2024-07-19,2024-07-26,660,bute beyaz,iki göbek,100cm,152.0
2024-07-19,2024-07-26,720,küp akça,baklava,100cm,11.0
2024-07-19,2024-07-26,730,küp akça,karışık çizgi,100cm,16.0
2024-07-19,2024-07-26,740,,,100cm,1.0
2024-07-19,2024-07-26,760,küp akça,iki göbek,100cm,51.0
2024-07-19,2024-07-26,810,ardahan gri,madra,100cm,30.0
2024-07-19,2024-07-26,820,ardahan gri,baklava,100cm,3.0
2024-07-19,2024-07-26,860,ardahan gri,iki göbek,100cm,9.0
2024-07-19,2024-07-26,920,pvc gri,baklava,100cm,18.0
2024-07-19,2024-07-26,930,pvc gri,karışık çizgi,100cm,22.0
2024-07-19,2024-07-26,960,pvc gri,iki göbek,100cm,5.0
2024-07-26,2024-08-02,110,italyan ceviz,madra,100cm,54.0
2024-07-26,2024-08-02,120,italyan ceviz,baklava,100cm,21.0
2024-07-26,2024-08-02,130,italyan ceviz,karışık çizgi,100cm,8.0
2024-07-26,2024-08-02,160,italyan ceviz,iki göbek,100cm,9.0
2024-07-26,2024-08-02,220,koyu ceviz,baklava,100cm,1.0
2024-07-26,2024-08-02,230,koyu ceviz,karışık çizgi,100cm,12.0
2024-07-26,2024-08-02,240,,,100cm,1.0
2024-07-26,2024-08-02,260,koyu ceviz,iki göbek,100cm,14.0
2024-07-26,2024-08-02,310,gold ceviz,madra,100cm,20.0
2024-07-26,2024-08-02,320,gold ceviz,baklava,100cm,6.0
2024-07-26,2024-08-02,330,gold ceviz,karışık çizgi,100cm,1.0
2024-07-26,2024-08-02,360,gold ceviz,iki göbek,100cm,29.0
2024-07-26,2024-08-02,420,ABD ceviz,baklava,100cm,1.0
2024-07-26,2024-08-02,430,ABD ceviz,karışık çizgi,100cm,1.0
2024-07-26,2024-08-02,460,ABD ceviz,iki göbek,100cm,15.0
2024-07-26,2024-08-02,560,wenge,iki göbek,100cm,11.0
2024-07-26,2024-08-02,600,bute beyaz,yavru kanat,100cm,10.0
2024-07-26,2024-08-02,620,bute beyaz,baklava,100cm,14.0
2024-07-26,2024-08-02,630,bute beyaz,karışık çizgi,100cm,28.0
2024-07-26,2024-08-02,660,bute beyaz,iki göbek,100cm,102.0
2024-07-26,2024-08-02,720,küp akça,baklava,100cm,33.0
2024-07-26,2024-08-02,730,küp akça,karışık çizgi,100cm,53.0
2024-07-26,2024-08-02,760,küp akça,iki göbek,100cm,6.0
2024-07-26,2024-08-02,820,ardahan gri,baklava,100cm,1.0
2024-07-26,2024-08-02,830,ardahan gri,karışık çizgi,100cm,80.0
2024-07-26,2024-08-02,860,ardahan gri,iki göbek,100cm,74.0
2024-07-26,2024-08-02,920,pvc gri,baklava,100cm,7.0
2024-07-26,2024-08-02,960,pvc gri,iki göbek,100cm,74.0
2024-08-02,2024-08-09,110,italyan ceviz,madra,100cm,67.0
2024-08-02,2024-08-09,120,italyan ceviz,baklava,100cm,12.0
2024-08-02,2024-08-09,130,italyan ceviz,karışık çizgi,100cm,6.0
2024-08-02,2024-08-09,220,koyu ceviz,baklava,100cm,10.0
2024-08-02,2024-08-09,230,koyu ceviz,karışık çizgi,100cm,8.0
2024-08-02,2024-08-09,260,koyu ceviz,iki göbek,100cm,22.0
2024-08-02,2024-08-09,310,gold ceviz,madra,100cm,13.0
2024-08-02,2024-08-09,320,gold ceviz,baklava,100cm,3.0
2024-08-02,2024-08-09,360,gold ceviz,iki göbek,100cm,30.0
2024-08-02,2024-08-09,420,ABD ceviz,baklava,100cm,7.0
2024-08-02,2024-08-09,430,ABD ceviz,karışık çizgi,100cm,2.0
2024-08-02,2024-08-09,460,ABD ceviz,iki göbek,100cm,14.0
2024-08-02,2024-08-09,520,wenge,baklava,100cm,3.0
2024-08-02,2024-08-09,530,wenge,karışık çizgi,100cm,3.0
2024-08-02,2024-08-09,560,wenge,iki göbek,100cm,4.0
2024-08-02,2024-08-09,610,bute beyaz,madra,100cm,12.0
2024-08-02,2024-08-09,620,bute beyaz,baklava,100cm,2.0
2024-08-02,2024-08-09,630,bute beyaz,karışık çizgi,100cm,43.0
2024-08-02,2024-08-09,660,bute beyaz,iki göbek,100cm,98.0
2024-08-02,2024-08-09,720,küp akça,baklava,100cm,2.0
2024-08-02,2024-08-09,730,küp akça,karışık çizgi,100cm,46.0
2024-08-02,2024-08-09,760,küp akça,iki göbek,100cm,90.0
2024-08-02,2024-08-09,830,ardahan gri,karışık çizgi,100cm,81.0
2024-08-02,2024-08-09,860,ardahan gri,iki göbek,100cm,116.0
2024-08-02,2024-08-09,930,pvc gri,karışık çizgi,100cm,38.0
2024-08-02,2024-08-09,960,pvc gri,iki göbek,100cm,35.0
2024-08-09,2024-08-16,110,italyan ceviz,madra,100cm,48.0
2024-08-09,2024-08-16,120,italyan ceviz,baklava,100cm,20.0
2024-08-09,2024-08-16,220,koyu ceviz,baklava,100cm,14.0
2024-08-09,2024-08-16,230,koyu ceviz,karışık çizgi,100cm,3.0
2024-08-09,2024-08-16,260,koyu ceviz,iki göbek,100cm,30.0
2024-08-09,2024-08-16,310,gold ceviz,madra,100cm,8.0
2024-08-09,2024-08-16,320,gold ceviz,baklava,100cm,10.0
2024-08-09,2024-08-16,360,gold ceviz,iki göbek,100cm,24.0
2024-08-09,2024-08-16,410,ABD ceviz,madra,100cm,1.0
2024-08-09,2024-08-16,420,ABD ceviz,baklava,100cm,9.0
2024-08-09,2024-08-16,430,ABD ceviz,karışık çizgi,100cm,1.0
2024-08-09,2024-08-16,440,,,100cm,3.0
2024-08-09,2024-08-16,460,ABD ceviz,iki göbek,100cm,16.0
2024-08-09,2024-08-16,520,wenge,baklava,100cm,16.0
2024-08-09,2024-08-16,530,wenge,karışık çizgi,100cm,2.0
2024-08-09,2024-08-16,560,wenge,iki göbek,100cm,13.0
2024-08-09,2024-08-16,610,bute beyaz,madra,100cm,2.0
2024-08-09,2024-08-16,620,bute beyaz,baklava,100cm,12.0
2024-08-09,2024-08-16,630,bute beyaz,karışık çizgi,100cm,49.0
2024-08-09,2024-08-16,660,bute beyaz,iki göbek,100cm,110.0
2024-08-09,2024-08-16,720,küp akça,baklava,100cm,11.0
2024-08-09,2024-08-16,730,küp akça,karışık çizgi,100cm,59.0
2024-08-09,2024-08-16,760,küp akça,iki göbek,100cm,95.0
2024-08-09,2024-08-16,830,ardahan gri,karışık çizgi,100cm,47.0
2024-08-09,2024-08-16,860,ardahan gri,iki göbek,100cm,67.0
2024-08-09,2024-08-16,930,pvc gri,karışık çizgi,100cm,14.0
2024-08-09,2024-08-16,960,pvc gri,iki göbek,100cm,40.0
2024-08-16,2024-08-23,110,italyan ceviz,madra,100cm,41.0
2024-08-16,2024-08-23,220,koyu ceviz,baklava,100cm,2.0
2024-08-16,2024-08-23,230,koyu ceviz,karışık çizgi,100cm,13.0
2024-08-16,2024-08-23,260,koyu ceviz,iki göbek,100cm,21.0
2024-08-16,2024-08-23,310,gold ceviz,madra,100cm,27.0
2024-08-16,2024-08-23,320,gold ceviz,baklava,100cm,3.0
2024-08-16,2024-08-23,360,gold ceviz,iki göbek,100cm,6.0
2024-08-16,2024-08-23,420,ABD ceviz,baklava,100cm,9.0
2024-08-16,2024-08-23,440,,,100cm,3.0
2024-08-16,2024-08-23,460,ABD ceviz,iki göbek,100cm,14.0
2024-08-16,2024-08-23,520,wenge,baklava,100cm,1.0
2024-08-16,2024-08-23,530,wenge,karışık çizgi,100cm,7.0
2024-08-16,2024-08-23,560,wenge,iki göbek,100cm,28.0
2024-08-16,2024-08-23,610,bute beyaz,madra,100cm,12.0
2024-08-16,2024-08-23,620,bute beyaz,baklava,100cm,1.0
2024-08-16,2024-08-23,630,bute beyaz,karışık çizgi,100cm,39.0
2024-08-16,2024-08-23,660,bute beyaz,iki göbek,100cm,191.0
2024-08-16,2024-08-23,720,küp akça,baklava,100cm,2.0
2024-08-16,2024-08-23,730,küp akça,karışık çizgi,100cm,27.0
2024-08-16,2024-08-23,760,küp akça,iki göbek,100cm,95.0
2024-08-16,2024-08-23,830,ardahan gri,karışık çizgi,100cm,10.0
2024-08-16,2024-08-23,860,ardahan gri,iki göbek,100cm,157.0
2024-08-16,2024-08-23,930,pvc gri,karışık çizgi,100cm,50.0
2024-08-16,2024-08-23,960,pvc gri,iki göbek,100cm,51.0
2024-08-23,2024-08-30,110,italyan ceviz,madra,100cm,37.0
2024-08-23,2024-08-30,160,italyan ceviz,iki göbek,100cm,63.0
2024-08-23,2024-08-30,200,koyu ceviz,yavru kanat,100cm,2.0
2024-08-23,2024-08-30,220,koyu ceviz,baklava,100cm,2.0
2024-08-23,2024-08-30,230,koyu ceviz,karışık çizgi,100cm,7.0
2024-08-23,2024-08-30,240,,,100cm,8.0
2024-08-23,2024-08-30,260,koyu ceviz,iki göbek,100cm,9.0
2024-08-23,2024-08-30,310,gold ceviz,madra,100cm,10.0
2024-08-23,2024-08-30,320,gold ceviz,baklava,100cm,4.0
2024-08-23,2024-08-30,410,ABD ceviz,madra,100cm,1.0
2024-08-23,2024-08-30,420,ABD ceviz,baklava,100cm,3.0
2024-08-23,2024-08-30,460,ABD ceviz,iki göbek,100cm,19.0
2024-08-23,2024-08-30,520,wenge,baklava,100cm,10.0
2024-08-23,2024-08-30,530,wenge,karışık çizgi,100cm,11.0
2024-08-23,2024-08-30,560,wenge,iki göbek,100cm,5.0
2024-08-23,2024-08-30,630,bute beyaz,karışık çizgi,100cm,104.0
2024-08-23,2024-08-30,660,bute beyaz,iki göbek,100cm,61.0
2024-08-23,2024-08-30,730,küp akça,karışık çizgi,100cm,48.0
2024-08-23,2024-08-30,760,küp akça,iki göbek,100cm,66.0
2024-08-23,2024-08-30,810,ardahan gri,madra,100cm,48.0
2024-08-23,2024-08-30,860,ardahan gri,iki göbek,100cm,39.0
